,Agency,Agency Type,Distribution Channel,Product Name,Claim,Duration,Destination,Net Sales,Commision (in value),Age
27998,EPX,Travel Agency,Online,Cancellation Plan,No,7,PHILIPPINES,27.0,0.0,36
28000,EPX,Travel Agency,Online,Cancellation Plan,No,6,UNITED KINGDOM,28.0,0.0,36
28001,EPX,Travel Agency,Online,Cancellation Plan,No,16,THAILAND,11.0,0.0,36
28002,EPX,Travel Agency,Online,Cancellation Plan,No,24,UNITED STATES,45.0,0.0,30
28008,EPX,Travel Agency,Online,Cancellation Plan,No,10,CHINA,25.0,0.0,36
28009,EPX,Travel Agency,Online,Cancellation Plan,No,13,CAMBODIA,25.0,0.0,36
28011,EPX,Travel Agency,Online,Cancellation Plan,No,26,MALAYSIA,10.0,0.0,36
28012,EPX,Travel Agency,Online,Cancellation Plan,No,19,UNITED STATES,11.0,0.0,39
28013,EPX,Travel Agency,Online,Cancellation Plan,No,6,BRUNEI DARUSSALAM,19.0,0.0,36
28015,EPX,Travel Agency,Online,Cancellation Plan,No,10,VIET NAM,38.0,0.0,36
28019,EPX,Travel Agency,Online,Cancellation Plan,No,12,ISRAEL,80.0,0.0,36
28020,EPX,Travel Agency,Online,Cancellation Plan,No,9,"KOREA, REPUBLIC OF",45.0,0.0,36
28026,EPX,Travel Agency,Online,Cancellation Plan,No,10,NETHERLANDS,20.0,0.0,36
28028,EPX,Travel Agency,Online,Cancellation Plan,No,14,UNITED STATES,80.0,0.0,57
28030,EPX,Travel Agency,Online,Cancellation Plan,No,20,VIET NAM,25.0,0.0,36
28031,EPX,Travel Agency,Online,Cancellation Plan,No,13,UNITED STATES,80.0,0.0,38
28032,EPX,Travel Agency,Online,1 way Comprehensive Plan,No,5,CHINA,46.0,0.0,36
28034,EPX,Travel Agency,Online,1 way Comprehensive Plan,No,9,HONG KONG,36.0,0.0,36
28035,EPX,Travel Agency,Online,1 way Comprehensive Plan,No,25,SINGAPORE,20.0,0.0,35
28037,EPX,Travel Agency,Online,1 way Comprehensive Plan,No,27,JAPAN,20.0,0.0,36
28038,EPX,Travel Agency,Online,1 way Comprehensive Plan,No,13,INDONESIA,20.0,0.0,43
28040,EPX,Travel Agency,Online,1 way Comprehensive Plan,No,8,INDONESIA,20.0,0.0,36
28041,EPX,Travel Agency,Online,1 way Comprehensive Plan,No,8,CHINA,21.0,0.0,36
28043,EPX,Travel Agency,Online,1 way Comprehensive Plan,No,3,MYANMAR,23.0,0.0,36
28048,JZI,Airlines,Online,Basic Plan,No,3,INDONESIA,18.0,6.3,37
28049,JZI,Airlines,Online,Basic Plan,No,3,THAILAND,18.0,6.3,44
28051,JZI,Airlines,Online,Basic Plan,No,6,MYANMAR,22.0,7.7,58
28055,JZI,Airlines,Online,Basic Plan,No,3,MYANMAR,18.0,6.3,27
28056,JZI,Airlines,Online,Basic Plan,No,6,MALAYSIA,22.0,7.7,54
28057,JZI,Airlines,Online,Basic Plan,No,20,THAILAND,22.0,7.7,56
28058,JZI,Airlines,Online,Basic Plan,No,20,LAO PEOPLE'S DEMOCRATIC REPUBLIC,22.0,7.7,22
28060,JZI,Airlines,Online,Basic Plan,No,9,MALAYSIA,18.0,6.3,43
28061,JZI,Airlines,Online,Basic Plan,No,10,CHINA,22.0,7.7,66
28062,JZI,Airlines,Online,Basic Plan,No,27,HONG KONG,26.0,9.1,26
28069,ADM,Travel Agency,Online,Premier Plan,No,22,INDONESIA,38.0,14.44,22
28071,C2B,Airlines,Online,Bronze Plan,No,9,SINGAPORE,23.5,5.88,54
28072,C2B,Airlines,Online,Bronze Plan,Yes,29,SINGAPORE,18.0,4.5,35
28073,C2B,Airlines,Online,Bronze Plan,Yes,11,SINGAPORE,17.0,4.25,52
28074,C2B,Airlines,Online,Bronze Plan,No,19,SINGAPORE,53.5,13.38,38
28075,C2B,Airlines,Online,Bronze Plan,No,12,SINGAPORE,13.5,3.38,33
28076,C2B,Airlines,Online,Bronze Plan,No,12,SINGAPORE,13.5,3.38,37
28080,C2B,Airlines,Online,Bronze Plan,No,29,SINGAPORE,17.0,4.25,39
28081,C2B,Airlines,Online,Bronze Plan,No,29,SINGAPORE,53.5,13.38,33
28082,C2B,Airlines,Online,Bronze Plan,No,12,SINGAPORE,23.0,5.75,45
28083,C2B,Airlines,Online,Bronze Plan,No,13,SINGAPORE,13.5,3.38,23
28084,C2B,Airlines,Online,Bronze Plan,No,7,SINGAPORE,17.0,4.25,23
28087,C2B,Airlines,Online,Bronze Plan,No,8,SINGAPORE,13.5,3.38,39
28088,C2B,Airlines,Online,Bronze Plan,No,15,SINGAPORE,15.0,3.75,46
28089,C2B,Airlines,Online,Bronze Plan,Yes,22,SINGAPORE,40.5,10.13,30
28090,C2B,Airlines,Online,Bronze Plan,No,22,SINGAPORE,40.5,10.13,30
28091,C2B,Airlines,Online,Bronze Plan,No,15,SINGAPORE,17.0,4.25,27
28093,C2B,Airlines,Online,Bronze Plan,No,19,SINGAPORE,34.5,8.63,26
28094,C2B,Airlines,Online,Bronze Plan,No,22,SINGAPORE,34.5,8.63,23
28095,C2B,Airlines,Online,Bronze Plan,No,17,SINGAPORE,29.5,7.38,24
28096,C2B,Airlines,Online,Bronze Plan,No,7,SINGAPORE,18.0,4.5,63
28097,C2B,Airlines,Online,Bronze Plan,No,12,SINGAPORE,29.9,7.47,29
28098,C2B,Airlines,Online,Silver Plan,No,11,SINGAPORE,57.0,14.25,60
28099,C2B,Airlines,Online,Silver Plan,No,7,SINGAPORE,18.5,4.63,15
28102,C2B,Airlines,Online,Silver Plan,No,19,SINGAPORE,24.05,6.01,43
28103,C2B,Airlines,Online,Silver Plan,No,5,SINGAPORE,24.5,6.13,48
28104,C2B,Airlines,Online,Silver Plan,No,8,SINGAPORE,18.5,4.63,19
28105,C2B,Airlines,Online,Silver Plan,No,6,SINGAPORE,18.5,4.63,27
28106,C2B,Airlines,Online,Silver Plan,No,10,SINGAPORE,33.5,8.38,67
28108,C2B,Airlines,Online,Gold Plan,Yes,20,SINGAPORE,60.0,15.0,75
28110,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,18,DENMARK,69.3,41.58,31
28111,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,29,MALAYSIA,49.5,29.7,39
28113,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,16,UNITED KINGDOM,138.6,83.16,38
28115,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,28,MALAYSIA,29.7,17.82,44
28118,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,15,SOUTH AFRICA,49.5,29.7,41
28121,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,14,MALAYSIA,19.8,11.88,59
28123,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,9,AUSTRALIA,59.4,35.64,31
28125,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,27,MALAYSIA,29.7,17.82,50
28128,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,19,MALAYSIA,19.8,11.88,39
28131,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,15,AUSTRALIA,79.2,47.52,33
28132,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,6,AUSTRALIA,19.8,11.88,30
28133,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,14,AUSTRALIA,69.3,41.58,42
28134,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,5,SINGAPORE,19.8,11.88,50
28135,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,21,UNITED KINGDOM,128.7,77.22,30
28137,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,3,THAILAND,52.0,0.0,36
28139,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,14,MALAYSIA,26.0,0.0,36
28140,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,7,MALAYSIA,38.0,0.0,48
28142,EPX,Travel Agency,Online,2 way Comprehensive Plan,Yes,26,CHINA,40.0,0.0,36
28148,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,3,THAILAND,20.0,0.0,29
28153,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,29,UNITED KINGDOM,83.0,0.0,36
28154,EPX,Travel Agency,Online,2 way Comprehensive Plan,Yes,22,UNITED STATES,112.0,0.0,42
28156,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,20,MYANMAR,20.0,0.0,41
28158,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,10,HONG KONG,29.0,0.0,36
28159,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,10,THAILAND,24.0,0.0,35
28160,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,13,VIET NAM,26.0,0.0,36
28161,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,12,AUSTRALIA,56.0,0.0,36
28163,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,2,CHINA,60.0,0.0,36
28164,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,5,HONG KONG,29.0,0.0,36
28165,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,16,HONG KONG,33.0,0.0,36
28166,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,20,HONG KONG,38.0,0.0,27
28168,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,26,JAPAN,67.0,0.0,36
28171,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,8,CAMBODIA,26.0,0.0,36
28172,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,27,INDONESIA,41.0,0.0,36
28173,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,10,CHINA,21.0,0.0,36
28174,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,26,NETHERLANDS,112.0,0.0,36
28178,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,19,THAILAND,20.0,0.0,28
28179,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,16,VIET NAM,40.0,0.0,36
28180,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,19,INDONESIA,28.0,0.0,56
28181,EPX,Travel Agency,Online,Cancellation Plan,No,11,INDONESIA,10.0,0.0,47
28182,EPX,Travel Agency,Online,Cancellation Plan,No,7,MYANMAR,15.0,0.0,36
28185,EPX,Travel Agency,Online,Cancellation Plan,No,22,VIET NAM,51.0,0.0,36
28187,EPX,Travel Agency,Online,Cancellation Plan,No,10,VIET NAM,47.0,0.0,36
28188,EPX,Travel Agency,Online,Cancellation Plan,No,10,EGYPT,16.0,0.0,36
28190,EPX,Travel Agency,Online,Cancellation Plan,No,2,SINGAPORE,10.0,0.0,33
28196,EPX,Travel Agency,Online,Cancellation Plan,No,14,JAPAN,37.0,0.0,36
28202,EPX,Travel Agency,Online,Cancellation Plan,No,12,CANADA,28.0,0.0,40
28203,EPX,Travel Agency,Online,Cancellation Plan,No,20,THAILAND,16.0,0.0,40
28204,EPX,Travel Agency,Online,Cancellation Plan,No,8,THAILAND,13.0,0.0,22
28206,EPX,Travel Agency,Online,Cancellation Plan,No,6,JAPAN,44.0,0.0,36
28208,EPX,Travel Agency,Online,Cancellation Plan,No,28,PORTUGAL,19.0,0.0,36
28209,EPX,Travel Agency,Online,Cancellation Plan,No,6,SINGAPORE,10.0,0.0,58
28210,EPX,Travel Agency,Online,Cancellation Plan,No,22,UNITED KINGDOM,80.0,0.0,43
28211,EPX,Travel Agency,Online,Cancellation Plan,No,6,THAILAND,12.0,0.0,31
28212,EPX,Travel Agency,Online,Cancellation Plan,No,20,DENMARK,80.0,0.0,45
28213,EPX,Travel Agency,Online,Cancellation Plan,No,10,UNITED STATES,19.0,0.0,54
28214,EPX,Travel Agency,Online,Cancellation Plan,No,27,VIET NAM,37.0,0.0,36
28218,EPX,Travel Agency,Online,Cancellation Plan,No,19,JAPAN,41.0,0.0,36
28226,EPX,Travel Agency,Online,Cancellation Plan,No,23,CHINA,43.0,0.0,36
28227,EPX,Travel Agency,Online,Cancellation Plan,No,11,INDIA,26.0,0.0,36
28229,EPX,Travel Agency,Online,Cancellation Plan,No,27,SINGAPORE,48.0,0.0,30
28230,EPX,Travel Agency,Online,Cancellation Plan,No,19,CAMBODIA,50.0,0.0,36
28234,EPX,Travel Agency,Online,Cancellation Plan,No,14,CAMBODIA,13.0,0.0,36
28235,EPX,Travel Agency,Online,Cancellation Plan,No,5,CHINA,23.0,0.0,36
28237,EPX,Travel Agency,Online,Cancellation Plan,No,5,CHINA,29.0,0.0,36
28238,EPX,Travel Agency,Online,Cancellation Plan,No,6,CHINA,27.0,0.0,36
28240,EPX,Travel Agency,Online,Cancellation Plan,No,9,BRUNEI DARUSSALAM,26.0,0.0,36
28243,EPX,Travel Agency,Online,Cancellation Plan,No,20,SINGAPORE,10.0,0.0,33
28246,EPX,Travel Agency,Online,Cancellation Plan,No,23,GREECE,80.0,0.0,36
28247,EPX,Travel Agency,Online,Cancellation Plan,No,16,HONG KONG,14.0,0.0,74
28250,EPX,Travel Agency,Online,Cancellation Plan,No,24,HUNGARY,80.0,0.0,37
28251,EPX,Travel Agency,Online,Cancellation Plan,No,2,GREECE,13.0,0.0,36
28253,EPX,Travel Agency,Online,Cancellation Plan,No,8,"KOREA, REPUBLIC OF",32.0,0.0,36
28254,EPX,Travel Agency,Online,Cancellation Plan,No,9,BANGLADESH,10.0,0.0,35
28255,EPX,Travel Agency,Online,Cancellation Plan,No,10,MALAYSIA,16.0,0.0,36
28256,EPX,Travel Agency,Online,Cancellation Plan,No,2,MALAYSIA,10.0,0.0,37
28258,EPX,Travel Agency,Online,1 way Comprehensive Plan,No,13,CHINA,27.0,0.0,36
28259,EPX,Travel Agency,Online,1 way Comprehensive Plan,No,2,SINGAPORE,20.0,0.0,43
28260,EPX,Travel Agency,Online,1 way Comprehensive Plan,No,19,SINGAPORE,52.0,0.0,36
28262,EPX,Travel Agency,Online,1 way Comprehensive Plan,No,12,"KOREA, REPUBLIC OF",22.0,0.0,25
28266,KML,Travel Agency,Online,Value Plan,No,12,INDONESIA,28.0,10.64,48
28268,RAB,Airlines,Online,Value Plan,No,24,BRUNEI DARUSSALAM,23.0,9.2,25
28272,SSI,Airlines,Online,Ticket Protector,No,11,SINGAPORE,1.61,0.45,48
28273,JZI,Airlines,Online,Basic Plan,No,29,THAILAND,22.0,7.7,20
28274,JZI,Airlines,Online,Basic Plan,No,10,JAPAN,35.0,12.25,31
28275,JZI,Airlines,Online,Basic Plan,No,2,THAILAND,18.0,6.3,52
28281,JZI,Airlines,Online,Basic Plan,No,12,THAILAND,18.0,6.3,55
28282,JZI,Airlines,Online,Basic Plan,No,10,INDONESIA,22.0,7.7,44
28285,JZI,Airlines,Online,Value Plan,No,19,NETHERLANDS,87.0,30.45,33
28286,JZI,Airlines,Online,Value Plan,No,18,CHINA,45.0,15.75,58
28290,C2B,Airlines,Online,Bronze Plan,No,11,SINGAPORE,23.5,5.88,25
28291,C2B,Airlines,Online,Bronze Plan,No,9,SINGAPORE,17.0,4.25,51
28292,C2B,Airlines,Online,Bronze Plan,No,20,SINGAPORE,29.5,7.38,33
28293,C2B,Airlines,Online,Bronze Plan,No,16,SINGAPORE,18.0,4.5,31
28294,C2B,Airlines,Online,Bronze Plan,No,4,SINGAPORE,13.5,3.38,51
28295,C2B,Airlines,Online,Bronze Plan,No,11,SINGAPORE,30.55,7.64,29
28297,C2B,Airlines,Online,Bronze Plan,No,21,SINGAPORE,40.5,10.13,32
28300,C2B,Airlines,Online,Bronze Plan,No,23,SINGAPORE,53.5,13.38,30
28302,C2B,Airlines,Online,Bronze Plan,No,13,SINGAPORE,23.5,5.88,23
28304,C2B,Airlines,Online,Bronze Plan,No,9,SINGAPORE,23.5,5.88,28
28305,C2B,Airlines,Online,Bronze Plan,No,10,SINGAPORE,35.5,8.88,29
28306,C2B,Airlines,Online,Bronze Plan,No,10,SINGAPORE,23.5,5.88,42
28307,C2B,Airlines,Online,Bronze Plan,No,18,SINGAPORE,13.5,3.38,31
28308,C2B,Airlines,Online,Bronze Plan,No,10,SINGAPORE,13.5,3.38,31
28310,C2B,Airlines,Online,Bronze Plan,No,25,SINGAPORE,35.5,8.88,34
28311,C2B,Airlines,Online,Bronze Plan,No,13,SINGAPORE,29.5,7.38,54
28312,C2B,Airlines,Online,Bronze Plan,No,5,SINGAPORE,11.5,2.88,13
28315,C2B,Airlines,Online,Silver Plan,No,5,SINGAPORE,18.5,4.63,30
28316,C2B,Airlines,Online,Silver Plan,No,9,SINGAPORE,32.5,8.13,62
28317,C2B,Airlines,Online,Silver Plan,No,13,SINGAPORE,18.5,4.63,23
28318,C2B,Airlines,Online,Silver Plan,Yes,29,SINGAPORE,33.5,8.38,23
28319,C2B,Airlines,Online,Silver Plan,No,26,SINGAPORE,15.0,3.75,26
28320,C2B,Airlines,Online,Silver Plan,No,9,SINGAPORE,25.0,6.25,34
28321,C2B,Airlines,Online,Silver Plan,Yes,24,SINGAPORE,25.0,6.25,38
28322,C2B,Airlines,Online,Silver Plan,No,12,SINGAPORE,25.0,6.25,22
28323,C2B,Airlines,Online,Silver Plan,No,4,SINGAPORE,18.5,4.63,70
28325,C2B,Airlines,Online,Silver Plan,No,17,SINGAPORE,63.5,15.88,31
28326,C2B,Airlines,Online,Silver Plan,No,10,SINGAPORE,32.5,8.13,18
28327,C2B,Airlines,Online,Silver Plan,No,19,SINGAPORE,41.5,10.38,31
28331,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,7,AUSTRALIA,29.7,17.82,44
28332,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,3,MALAYSIA,19.8,11.88,50
28339,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,9,AUSTRALIA,59.4,35.64,42
28340,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,25,IRELAND,29.7,17.82,31
28341,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,9,AUSTRALIA,39.6,23.76,53
28346,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,18,THAILAND,29.7,17.82,45
28347,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,4,UNITED STATES,39.6,23.76,52
28348,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,9,AUSTRALIA,69.3,41.58,33
28350,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,19,UNITED STATES,39.6,23.76,40
28351,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,14,AUSTRALIA,59.4,35.64,40
28354,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,15,NEW ZEALAND,118.8,71.28,50
28356,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,25,THAILAND,39.6,23.76,35
28357,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,19,AUSTRALIA,99.0,59.4,37
28358,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,20,AUSTRALIA,89.1,53.46,28
28359,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,18,KYRGYZSTAN,112.0,0.0,36
28360,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,27,FRANCE,73.0,0.0,36
28365,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,12,CAMBODIA,20.0,0.0,36
28366,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,14,PHILIPPINES,82.0,0.0,36
28367,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,16,THAILAND,25.0,0.0,24
28379,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,21,THAILAND,36.0,0.0,36
28381,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,23,VIET NAM,26.0,0.0,36
28383,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,7,HONG KONG,29.0,0.0,36
28384,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,6,SINGAPORE,44.0,0.0,36
28385,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,8,UNITED ARAB EMIRATES,70.0,0.0,36
28387,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,7,SAUDI ARABIA,41.0,0.0,55
28388,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,17,VIET NAM,38.0,0.0,36
28390,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,7,SAUDI ARABIA,41.0,0.0,46
28392,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,15,CHINA,37.0,0.0,36
28393,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,18,UNITED STATES,112.0,0.0,22
28395,EPX,Travel Agency,Online,Cancellation Plan,No,9,THAILAND,16.0,0.0,36
28396,EPX,Travel Agency,Online,Cancellation Plan,No,14,INDIA,37.0,0.0,29
28399,EPX,Travel Agency,Online,Cancellation Plan,No,10,LAO PEOPLE'S DEMOCRATIC REPUBLIC,13.0,0.0,36
28402,EPX,Travel Agency,Online,Cancellation Plan,No,3,THAILAND,15.0,0.0,27
28403,EPX,Travel Agency,Online,Cancellation Plan,No,8,SINGAPORE,10.0,0.0,57
28404,EPX,Travel Agency,Online,Cancellation Plan,No,15,THAILAND,23.0,0.0,36
28406,EPX,Travel Agency,Online,Cancellation Plan,No,17,"KOREA, REPUBLIC OF",25.0,0.0,36
28409,EPX,Travel Agency,Online,Cancellation Plan,No,21,HONG KONG,21.0,0.0,41
28411,EPX,Travel Agency,Online,Cancellation Plan,No,12,CAMBODIA,18.0,0.0,36
28412,EPX,Travel Agency,Online,Cancellation Plan,No,5,CANADA,80.0,0.0,45
28414,EPX,Travel Agency,Online,Cancellation Plan,No,16,SINGAPORE,10.0,0.0,50
28421,EPX,Travel Agency,Online,Cancellation Plan,No,22,BANGLADESH,14.0,0.0,36
28422,EPX,Travel Agency,Online,Cancellation Plan,No,6,MALAYSIA,32.0,0.0,45
28425,EPX,Travel Agency,Online,Cancellation Plan,No,28,UNITED STATES,80.0,0.0,44
28427,EPX,Travel Agency,Online,Cancellation Plan,No,2,BANGLADESH,14.0,0.0,36
28430,EPX,Travel Agency,Online,Cancellation Plan,No,10,HONG KONG,15.0,0.0,49
28434,EPX,Travel Agency,Online,Cancellation Plan,No,3,SINGAPORE,20.0,0.0,36
28435,EPX,Travel Agency,Online,Cancellation Plan,No,7,HONG KONG,21.0,0.0,36
28436,EPX,Travel Agency,Online,Cancellation Plan,No,16,THAILAND,16.0,0.0,36
28440,EPX,Travel Agency,Online,Cancellation Plan,No,14,SWITZERLAND,16.0,0.0,36
28444,EPX,Travel Agency,Online,Cancellation Plan,No,17,HONG KONG,27.0,0.0,36
28447,EPX,Travel Agency,Online,1 way Comprehensive Plan,No,14,CANADA,63.0,0.0,52
28450,EPX,Travel Agency,Online,1 way Comprehensive Plan,No,25,BANGLADESH,20.0,0.0,37
28451,EPX,Travel Agency,Online,1 way Comprehensive Plan,No,22,PHILIPPINES,20.0,0.0,36
28461,JZI,Airlines,Online,Basic Plan,No,28,JAPAN,35.0,12.25,32
28462,JZI,Airlines,Online,Basic Plan,No,12,CHINA,22.0,7.7,64
28463,JZI,Airlines,Online,Basic Plan,No,12,CHINA,35.0,12.25,30
28464,JZI,Airlines,Online,Basic Plan,No,14,MALAYSIA,30.0,10.5,32
28465,JZI,Airlines,Online,Basic Plan,No,6,THAILAND,18.0,6.3,25
28466,JZI,Airlines,Online,Basic Plan,No,4,MALAYSIA,18.0,6.3,27
28467,JZI,Airlines,Online,Basic Plan,No,14,"KOREA, REPUBLIC OF",35.0,12.25,60
28468,JZI,Airlines,Online,Basic Plan,No,18,INDONESIA,37.0,12.95,33
28469,JZI,Airlines,Online,Basic Plan,No,18,PHILIPPINES,22.0,7.7,54
28471,JZI,Airlines,Online,Basic Plan,No,4,MALAYSIA,18.0,6.3,40
28474,JZI,Airlines,Online,Basic Plan,No,5,CHINA,22.0,7.7,53
28476,JZI,Airlines,Online,Value Plan,No,25,JAPAN,58.0,20.3,42
28477,JZI,Airlines,Online,Value Plan,No,25,JAPAN,58.0,20.3,39
28478,JZI,Airlines,Online,Value Plan,No,11,JAPAN,36.0,12.6,49
28545,C2B,Airlines,Online,Bronze Plan,No,13,SINGAPORE,23.5,5.88,36
28546,C2B,Airlines,Online,Bronze Plan,No,20,SINGAPORE,34.5,8.63,59
28547,C2B,Airlines,Online,Bronze Plan,No,20,SINGAPORE,34.5,8.63,65
28548,C2B,Airlines,Online,Bronze Plan,No,23,SINGAPORE,17.0,4.25,66
28550,C2B,Airlines,Online,Bronze Plan,No,9,SINGAPORE,13.5,3.38,27
28551,C2B,Airlines,Online,Bronze Plan,No,15,SINGAPORE,23.5,5.88,69
28553,C2B,Airlines,Online,Bronze Plan,No,19,SINGAPORE,40.5,10.13,25
28554,C2B,Airlines,Online,Bronze Plan,No,12,SINGAPORE,23.5,5.88,65
28555,C2B,Airlines,Online,Bronze Plan,No,7,SINGAPORE,13.5,3.38,41
28556,C2B,Airlines,Online,Bronze Plan,No,6,SINGAPORE,18.0,4.5,58
28557,C2B,Airlines,Online,Bronze Plan,No,6,SINGAPORE,18.0,4.5,31
28558,C2B,Airlines,Online,Bronze Plan,No,12,SINGAPORE,29.5,7.38,25
28559,C2B,Airlines,Online,Bronze Plan,No,10,SINGAPORE,17.0,4.25,24
28560,C2B,Airlines,Online,Bronze Plan,No,13,SINGAPORE,18.0,4.5,28
28561,C2B,Airlines,Online,Bronze Plan,No,17,SINGAPORE,17.0,4.25,29
28563,C2B,Airlines,Online,Bronze Plan,No,13,SINGAPORE,29.5,7.38,44
28564,C2B,Airlines,Online,Bronze Plan,No,11,SINGAPORE,23.5,5.88,31
28565,C2B,Airlines,Online,Bronze Plan,No,18,SINGAPORE,13.5,3.38,31
28566,C2B,Airlines,Online,Bronze Plan,No,17,SINGAPORE,34.5,8.63,38
28567,C2B,Airlines,Online,Bronze Plan,No,21,SINGAPORE,47.0,11.75,54
28568,C2B,Airlines,Online,Bronze Plan,No,3,SINGAPORE,13.5,3.38,54
28569,C2B,Airlines,Online,Bronze Plan,No,10,SINGAPORE,13.5,3.38,23
28570,C2B,Airlines,Online,Bronze Plan,No,6,SINGAPORE,13.5,3.38,27
28571,C2B,Airlines,Online,Bronze Plan,No,7,SINGAPORE,18.0,4.5,34
28572,C2B,Airlines,Online,Bronze Plan,No,18,SINGAPORE,53.5,13.38,29
28573,C2B,Airlines,Online,Bronze Plan,No,16,SINGAPORE,53.5,13.38,26
28574,C2B,Airlines,Online,Bronze Plan,No,19,SINGAPORE,23.5,5.88,32
28575,C2B,Airlines,Online,Silver Plan,No,16,SINGAPORE,33.5,8.38,37
28576,C2B,Airlines,Online,Silver Plan,No,5,SINGAPORE,18.5,4.63,29
28577,C2B,Airlines,Online,Silver Plan,No,4,SINGAPORE,18.5,4.63,28
28578,C2B,Airlines,Online,Silver Plan,No,9,SINGAPORE,24.5,6.13,75
28582,C2B,Airlines,Online,Silver Plan,No,5,SINGAPORE,18.5,4.63,43
28583,C2B,Airlines,Online,Silver Plan,No,8,SINGAPORE,33.5,8.38,38
28584,C2B,Airlines,Online,Silver Plan,No,14,SINGAPORE,54.5,13.63,37
28585,C2B,Airlines,Online,Silver Plan,No,11,SINGAPORE,18.5,4.63,30
28586,C2B,Airlines,Online,Silver Plan,No,11,SINGAPORE,24.05,6.01,34
28588,C2B,Airlines,Online,Silver Plan,No,18,SINGAPORE,63.5,15.88,33
28589,C2B,Airlines,Online,Silver Plan,No,10,SINGAPORE,25.0,6.25,24
28590,C2B,Airlines,Online,Gold Plan,No,27,SINGAPORE,91.0,22.75,37
28597,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,17,MALAYSIA,19.8,11.88,30
28599,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,29,GERMANY,118.8,71.28,65
28601,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Yes,17,"TAIWAN, PROVINCE OF CHINA",29.7,17.82,37
